id, name,calories,protein, fat,carbs,vit_a,vit_d,vit_e,vit_b1,vit_b2,vit_c,salt
2076,＜和生菓子・和半生菓子類＞　大福もち　つぶしあん入り,223.00,4.70,0.60,52.80,0.00,0.00,0.10,0.03,0.02,0.00,0.10
2077,＜和生菓子・和半生菓子類＞　タルト　（和菓子）,288.00,5.90,3.00,60.70,54.00,1.00,0.40,0.04,0.11,1.00,0.10
2078,＜和生菓子・和半生菓子類＞　ちまき,150.00,1.30,0.20,36.50,0.00,0.00,0.00,0.02,0.00,0.00,0.00
2079,＜和生菓子・和半生菓子類＞　ちゃつう,320.00,6.20,4.30,66.40,0.00,0.00,0.00,0.08,0.05,0.00,0.00
2080,＜和生菓子・和半生菓子類＞　どら焼　こしあん入り,282.00,6.60,3.10,58.40,39.00,0.70,0.30,0.04,0.09,0.00,0.30
2081,＜和生菓子・和半生菓子類＞　どら焼　つぶしあん入り,292.00,6.60,3.20,57.90,-40.00,0.70,0.40,0.04,0.09,0.00,0.40
2082,＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　こしあん入り,274.00,3.60,0.30,65.40,0.00,0.00,0.00,0.03,0.02,0.00,0.00
2083,＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　こしあん・つぶしあん混合,274.00,3.50,0.30,65.50,0.00,0.00,0.10,0.03,0.02,0.00,0.00
2084,＜和生菓子・和半生菓子類＞　生八つ橋　あん入り　つぶしあん入り,275.00,3.70,0.50,65.10,0.00,0.00,0.10,0.03,0.02,0.00,0.10
2085,＜和生菓子・和半生菓子類＞　ねりきり,259.00,5.30,0.30,60.10,0.00,0.00,0.00,0.01,0.03,0.00,0.00
2086,＜和生菓子・和半生菓子類＞　まんじゅう　カステラまんじゅう　こしあん入り,292.00,6.70,2.10,62.60,23.00,0.40,0.20,0.04,0.07,0.00,0.10
2087,＜和生菓子・和半生菓子類＞　まんじゅう　カステラまんじゅう　つぶしあん入り,292.00,6.90,2.30,62.20,24.00,0.40,0.30,0.05,0.07,0.00,0.20
2088,＜和生菓子・和半生菓子類＞　まんじゅう　かるかんまんじゅう　こしあん入り,226.00,3.00,0.30,53.80,0.00,0.00,0.00,0.02,0.02,0.00,0.10
2089,＜和生菓子・和半生菓子類＞　まんじゅう　かるかんまんじゅう　つぶしあん入り,226.00,3.10,0.40,53.60,0.00,0.00,0.10,0.03,0.02,0.00,0.20
2090,＜和生菓子・和半生菓子類＞　まんじゅう　くずまんじゅう　こしあん入り,216.00,3.10,0.20,51.40,0.00,0.00,0.00,0.01,0.02,0.00,0.10
2091,＜和生菓子・和半生菓子類＞　まんじゅう　くずまんじゅう　つぶしあん入り,218.00,1.30,0.10,53.40,0.00,0.00,0.00,0.01,0.01,0.00,0.20
2092,＜和生菓子・和半生菓子類＞　まんじゅう　くりまんじゅう　こしあん入り,296.00,6.50,1.40,68.10,17.00,0.30,0.20,0.03,0.05,0.00,0.10
2093,＜和生菓子・和半生菓子類＞　まんじゅう　くりまんじゅう　つぶしあん入り,295.00,6.70,1.60,67.00,18.00,0.30,0.20,0.04,0.06,0.00,0.20
2094,＜和生菓子・和半生菓子類＞　まんじゅう　とうまんじゅう　こしあん入り,299.00,6.80,3.10,61.60,34.00,0.60,0.30,0.03,0.08,0.00,0.10
2095,＜和生菓子・和半生菓子類＞　まんじゅう　とうまんじゅう　つぶしあん入り,294.00,6.90,3.30,61.30,36.00,0.60,0.30,0.04,0.09,0.00,0.20
2096,＜和生菓子・和半生菓子類＞　まんじゅう　蒸しまんじゅう　こしあん入り,254.00,4.60,0.50,59.50,0.00,0.00,0.00,0.03,0.02,0.00,0.20
2097,＜和生菓子・和半生菓子類＞　まんじゅう　蒸しまんじゅう　つぶしあん入り,257.00,4.70,0.70,59.10,0.00,0.00,0.10,0.03,0.02,0.00,0.20
2098,＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　あんまん　こしあん入り,273.00,6.10,5.60,51.30,0.00,0.00,0.10,0.08,0.03,0.00,0.00
2099,＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　あんまん　つぶしあん入り,279.00,6.20,6.00,51.30,0.00,0.00,0.10,0.08,0.03,0.00,0.10
2100,＜和生菓子・和半生菓子類＞　まんじゅう　中華まんじゅう　肉まん,242.00,10.00,5.10,43.40,3.00,0.10,0.00,0.23,0.10,7.00,1.20
2101,＜和生菓子・和半生菓子類＞　もなか　こしあん入り,277.00,4.90,0.30,65.50,0.00,0.00,0.00,0.01,0.02,0.00,0.00
2102,＜和生菓子・和半生菓子類＞　もなか　つぶしあん入り,278.00,6.40,0.70,63.30,0.00,0.00,0.10,0.02,0.03,0.00,0.20
2103,＜和生菓子・和半生菓子類＞　ゆべし,321.00,2.40,3.50,71.20,0.00,0.00,0.10,0.03,0.02,0.00,0.60
2104,＜和生菓子・和半生菓子類＞　ようかん　練りようかん,289.00,3.60,0.20,69.90,0.00,0.00,0.00,0.01,0.02,0.00,0.00
2105,＜和生菓子・和半生菓子類＞　ようかん　水ようかん,168.00,2.60,0.20,39.90,0.00,0.00,0.00,0.01,0.01,0.00,0.10
2106,＜和生菓子・和半生菓子類＞　ようかん　蒸しようかん,237.00,4.40,0.30,55.40,0.00,0.00,0.00,0.02,0.02,0.00,0.20
2107,＜和干菓子類＞　あめ玉,385.00,0.00,0.00,97.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2108,＜和干菓子類＞　芋かりんとう,465.00,1.40,20.60,71.30,3.00,0.00,4.30,0.13,0.05,33.00,0.00
2109,＜和干菓子類＞　おこし,376.00,3.80,0.70,90.20,0.00,0.00,0.00,0.02,0.01,0.00,0.20
2110,＜和干菓子類＞　おのろけ豆,438.00,11.30,13.60,70.20,0.00,0.00,2.90,0.13,0.05,0.00,1.00
2111,＜和干菓子類＞　かりんとう　黒,420.00,7.50,11.60,76.30,0.00,0.00,1.60,0.10,0.05,0.00,0.00
2112,＜和干菓子類＞　かりんとう　白,423.00,9.70,11.20,76.20,0.00,0.00,1.60,0.12,0.05,0.00,0.00
2113,＜和干菓子類＞　ごかぼう,367.00,10.60,6.40,71.70,0.00,0.00,0.40,0.03,0.06,0.00,0.00
2114,＜和干菓子類＞　小麦粉せんべい　磯部せんべい,377.00,4.30,0.80,89.30,0.00,0.00,0.10,0.06,0.02,0.00,1.30
2115,＜和干菓子類＞　小麦粉せんべい　かわらせんべい,390.00,7.00,3.20,84.90,51.00,0.30,0.40,0.07,0.11,0.00,0.10
2116,＜和干菓子類＞　小麦粉せんべい　巻きせんべい,386.00,4.30,1.40,90.40,17.00,0.30,0.20,0.05,0.04,0.00,0.10
2117,＜和干菓子類＞　小麦粉せんべい　南部せんべい　ごま入り,423.00,11.20,11.10,72.00,0.00,0.00,0.30,0.27,0.08,0.00,1.10
2118,＜和干菓子類＞　小麦粉せんべい　南部せんべい　落花生入り,421.00,11.70,9.50,73.90,0.00,0.00,2.20,0.17,0.05,0.00,0.90
2119,＜和干菓子類＞　しおがま,348.00,2.60,0.20,85.50,85.00,0.00,0.20,0.02,0.02,0.00,1.50
2120,＜和干菓子類＞　ひなあられ　関西風,385.00,8.00,1.40,85.80,0.00,0.00,0.10,0.06,0.03,0.00,1.70
2121,＜和干菓子類＞　ひなあられ　関東風,380.00,9.60,2.80,80.70,0.00,0.00,0.20,0.06,0.04,0.00,1.50
2122,＜和干菓子類＞　米菓　揚げせんべい,458.00,5.60,17.40,71.30,0.00,0.00,2.30,0.08,0.02,0.00,1.20
2123,＜和干菓子類＞　米菓　甘辛せんべい,374.00,6.70,0.90,86.20,0.00,0.00,0.20,0.09,0.03,0.00,1.20
2124,＜和干菓子類＞　米菓　あられ,378.00,7.50,1.00,84.90,0.00,0.00,0.10,0.06,0.03,0.00,1.70
2125,＜和干菓子類＞　米菓　しょうゆせんべい,368.00,7.30,1.00,83.90,0.00,0.00,0.20,0.10,0.04,0.00,1.30
2126,＜和干菓子類＞　ボーロ　小粒,391.00,2.50,2.10,90.60,42.00,0.80,0.30,0.01,0.07,0.00,0.10
2127,＜和干菓子類＞　ボーロ　そばボーロ,398.00,7.70,3.40,86.10,49.00,0.90,0.40,0.12,0.11,0.00,0.30
2128,＜和干菓子類＞　松風,378.00,4.00,0.70,89.70,0.00,0.00,0.10,0.05,0.02,0.00,0.10
2129,＜和干菓子類＞　みしま豆,402.00,12.30,8.60,75.80,0.00,0.00,0.60,0.02,0.08,0.00,0.00
2130,＜和干菓子類＞　八つ橋,390.00,3.30,0.50,94.20,0.00,0.00,0.10,0.04,0.01,0.00,0.00
2131,＜和干菓子類＞　らくがん　らくがん,384.00,2.40,0.20,94.30,0.00,0.00,0.00,0.01,0.00,0.00,0.00
2132,＜和干菓子類＞　らくがん　麦らくがん,396.00,4.80,1.80,90.40,0.00,0.00,0.20,0.03,0.04,0.00,0.00
2133,＜和干菓子類＞　らくがん　もろこしらくがん,374.00,6.60,0.30,89.90,0.00,0.00,0.00,0.01,0.01,0.00,0.30
2134,＜菓子パン類＞　揚げパン,369.00,8.70,18.70,43.50,2.00,0.00,4.30,0.18,0.13,0.00,1.10
2135,＜菓子パン類＞　あんパン　こしあん入り,267.00,6.80,3.60,53.50,-10.00,0.20,0.40,0.06,0.07,0.00,0.30
2136,＜菓子パン類＞　あんパン　つぶしあん入り,266.00,7.00,3.80,53.00,-10.00,0.20,0.40,0.06,0.07,0.00,0.30
2137,＜菓子パン類＞　あんパン　薄皮タイプ　こしあん入り,256.00,6.60,3.50,51.90,4.00,0.10,0.10,0.03,0.04,0.00,0.10
2138,＜菓子パン類＞　あんパン　薄皮タイプ　つぶしあん入り,258.00,6.80,3.70,51.40,4.00,0.10,0.20,0.04,0.05,0.00,0.20
2139,＜菓子パン類＞　カレーパン　皮及び具,302.00,6.60,18.30,32.30,34.00,0.00,2.10,0.11,0.15,0.00,1.20
2140,＜菓子パン類＞　カレーパン　皮のみ,363.00,7.20,22.40,38.40,10.00,0.00,2.70,0.11,0.18,0.00,1.00
2141,＜菓子パン類＞　カレーパン　具のみ,168.00,5.30,9.30,18.80,87.00,0.00,0.70,0.11,0.07,0.00,1.80
2142,＜菓子パン類＞　クリームパン,286.00,7.90,7.40,48.30,66.00,1.10,0.80,-0.10,0.14,0.00,0.40
2143,＜菓子パン類＞　クリームパン　薄皮タイプ,218.00,6.00,7.10,33.90,93.00,1.50,0.70,0.07,0.15,0.00,0.20
2144,＜菓子パン類＞　ジャムパン,285.00,5.30,3.90,58.10,11.00,0.20,0.50,0.07,0.07,3.00,0.30
2145,＜菓子パン類＞　チョココロネ,320.00,5.80,15.30,44.40,-30.00,0.40,2.10,0.08,0.14,0.00,0.40
2146,＜菓子パン類＞　チョコパン　薄皮タイプ,340.00,4.70,19.40,40.00,36.00,0.40,2.70,0.07,0.16,0.00,0.40
2147,＜菓子パン類＞　メロンパン,349.00,8.00,10.50,59.90,40.00,0.20,1.20,0.09,0.10,0.00,0.50
2148,＜菓子パン類＞　菓子パン　あんなし,294.00,8.20,6.10,54.10,17.00,0.40,0.70,-0.10,0.11,0.00,0.50
2149,＜ケーキ・ペストリー類＞　シュークリーム,211.00,6.00,11.40,25.50,-150.00,2.10,0.80,0.07,0.18,1.00,0.20
2150,＜ケーキ・ペストリー類＞　スポンジケーキ,283.00,7.90,7.50,52.10,-120.00,1.70,0.70,0.06,0.18,0.00,0.20
2151,＜ケーキ・ペストリー類＞　ショートケーキ　果実なし,318.00,6.90,15.20,42.30,-130.00,1.40,0.60,0.05,0.15,0.00,0.20
2152,＜ケーキ・ペストリー類＞　ショートケーキ　いちご,314.00,6.90,14.70,42.70,-130.00,1.30,0.70,0.05,0.15,15.00,0.20
2153,＜ケーキ・ペストリー類＞　タルト　（洋菓子）,247.00,4.70,13.50,30.50,-120.00,0.70,0.70,0.05,0.11,21.00,0.20
2154,＜ケーキ・ペストリー類＞　チーズケーキ　ベイクドチーズケーキ,299.00,8.50,21.20,23.30,-200.00,1.20,1.10,0.04,0.23,2.00,0.50
2155,＜ケーキ・ペストリー類＞　チーズケーキ　レアチーズケーキ,349.00,5.80,27.50,22.50,160.00,0.20,0.70,0.04,0.16,2.00,0.50
2156,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　プレーン,382.00,6.20,26.30,35.10,56.00,1.60,3.10,0.11,0.12,0.00,0.80
2157,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　プレーン　,440.00,6.50,34.00,33.20,82.00,2.10,3.90,0.11,0.12,0.00,0.50
2158,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　こしあん,330.00,6.00,15.60,44.90,33.00,0.90,1.80,0.07,0.08,0.00,0.50
2159,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　つぶしあん,323.00,6.00,15.70,42.90,33.00,0.90,1.90,0.07,0.08,0.00,0.50
2160,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　こしあん,384.00,6.50,21.30,46.10,51.00,1.30,2.40,0.07,0.09,0.00,0.30
2161,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　つぶしあん,387.00,6.60,22.00,45.20,52.00,1.30,2.50,0.08,0.09,0.00,0.40
2162,＜ケーキ・ペストリー類＞　デニッシュペストリー　アメリカンタイプ　あん入り　カスタードクリーム,304.00,5.80,19.30,31.20,83.00,1.70,2.20,0.09,0.14,0.00,0.50
2163,＜ケーキ・ペストリー類＞　デニッシュペストリー　デンマークタイプ　あん入り　カスタードクリーム,417.00,7.30,29.60,36.60,-120.00,2.50,3.30,0.11,0.17,0.00,0.50
2164,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　プレーン,379.00,7.20,20.20,43.90,-10.00,0.20,2.50,0.09,0.11,0.00,0.80
2165,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　こしあん,341.00,6.80,12.60,52.20,6.00,0.10,1.50,0.06,0.08,0.00,0.50
2166,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　つぶしあん,341.00,7.00,13.00,51.50,7.00,0.10,1.60,0.06,0.08,0.00,0.60
2167,＜ケーキ・ペストリー類＞　ドーナッツ　イーストドーナッツ　あん入り　カスタードクリーム,371.00,7.70,18.90,44.60,66.00,1.10,2.20,-0.10,0.16,0.00,0.60
2168,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　プレーン,367.00,7.20,11.70,60.20,54.00,0.90,1.30,0.07,0.12,0.00,0.40
2169,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　こしあん,353.00,8.30,5.40,63.70,34.00,0.60,0.90,0.05,0.09,0.00,0.30
2170,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　つぶしあん,355.00,8.60,5.70,63.10,35.00,0.60,0.90,0.06,0.09,0.00,0.30
2171,＜ケーキ・ペストリー類＞　ドーナッツ　ケーキドーナッツ　あん入り　カスタードクリーム,375.00,9.60,10.50,56.70,-100.00,1.60,1.40,0.09,0.17,0.00,0.40
2172,＜ケーキ・ペストリー類＞　パイ　パイ皮,373.00,5.00,25.40,36.40,0.00,0.00,2.50,0.05,0.02,0.00,1.00
2173,＜ケーキ・ペストリー類＞　パイ　アップルパイ,294.00,4.00,17.50,32.80,0.00,0.00,1.20,0.03,0.01,1.00,0.40
2174,＜ケーキ・ペストリー類＞　パイ　ミートパイ,381.00,9.70,29.90,22.20,36.00,0.10,2.20,0.14,0.05,0.00,1.10
2175,＜ケーキ・ペストリー類＞　バターケーキ,422.00,5.80,25.30,48.00,200.00,1.20,0.80,0.05,0.12,0.00,0.60
2176,＜ケーキ・ペストリー類＞　ホットケーキ,253.00,7.70,5.40,45.30,52.00,0.70,0.50,0.08,0.16,0.00,0.70
2177,＜ケーキ・ペストリー類＞　ワッフル　カスタードクリーム入り,241.00,7.30,7.90,38.10,-110.00,1.70,0.80,0.08,0.19,1.00,0.20
2178,＜ケーキ・ペストリー類＞　ワッフル　ジャム入り,279.00,4.90,4.20,57.30,32.00,0.50,0.40,0.05,0.09,6.00,0.10
2179,＜デザート菓子類＞　カスタードプリン,116.00,5.70,5.50,14.00,88.00,1.40,0.50,0.04,0.20,1.00,0.20
2180,＜デザート菓子類＞　牛乳寒天,61.00,1.10,1.30,12.20,13.00,0.10,0.00,0.01,0.05,0.00,0.00
2181,＜デザート菓子類＞　こんにゃくゼリー,65.00,0.00,0.10,16.40,0.00,0.00,0.00,0.00,0.00,0.00,0.10
2182,＜デザート菓子類＞　ゼリー　オレンジ,80.00,2.10,0.10,19.80,4.00,0.00,0.30,0.07,0.02,40.00,0.00
2183,＜デザート菓子類＞　ゼリー　コーヒー,43.00,1.60,0.00,10.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2184,＜デザート菓子類＞　ゼリー　ミルク,103.00,4.30,3.70,14.40,37.00,0.30,0.10,0.04,0.15,1.00,0.10
2185,＜デザート菓子類＞　ゼリー　ワイン,65.00,1.70,0.00,13.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2186,＜デザート菓子類＞　ババロア,204.00,5.60,12.90,19.90,130.00,1.60,0.60,0.04,0.13,0.00,0.10
2187,＜ビスケット類＞　ウエハース,439.00,7.60,13.60,75.30,17.00,0.00,1.10,0.03,0.08,0.00,1.20
2188,＜ビスケット類＞　ウエハース　クリーム入り,492.00,7.50,21.80,65.50,13.00,0.00,1.90,0.02,0.06,0.00,0.90
2189,＜ビスケット類＞　クラッカー　オイルスプレークラッカー,481.00,8.50,22.50,63.90,0.00,0.00,12.00,0.08,0.04,0.00,1.50
2190,＜ビスケット類＞　クラッカー　ソーダクラッカー,421.00,10.40,9.80,74.40,0.00,0.00,1.50,0.05,0.04,0.00,1.90
2191,＜ビスケット類＞　サブレ,459.00,6.10,16.60,73.50,30.00,0.60,1.70,0.07,0.07,0.00,0.20
2192,＜ビスケット類＞　中華風クッキー,513.00,5.10,29.50,61.80,27.00,0.50,0.40,0.06,0.06,0.00,0.20
2193,＜ビスケット類＞　ビスケット　ハードビスケット,422.00,7.60,10.00,77.80,18.00,0.00,0.90,0.13,0.22,0.00,0.80
2194,＜ビスケット類＞　ビスケット　ソフトビスケット,512.00,5.70,27.60,62.60,150.00,0.00,2.20,0.06,0.05,0.00,0.60
2195,＜ビスケット類＞　プレッツェル,465.00,9.90,18.60,68.20,5.00,0.00,2.60,0.13,0.11,0.00,1.90
2196,＜ビスケット類＞　リーフパイ,558.00,5.80,35.50,55.80,0.00,0.00,3.50,0.08,0.02,0.00,0.10
2197,＜ビスケット類＞　ロシアケーキ,486.00,5.80,23.40,65.80,1.00,0.00,4.50,0.06,0.14,0.00,0.50
2198,＜スナック類＞　小麦粉あられ,472.00,7.60,19.50,68.80,0.00,0.00,2.00,0.10,0.03,0.00,1.80
2199,＜スナック類＞　コーンスナック,516.00,5.20,27.10,65.30,11.00,0.00,3.70,0.02,0.05,0.00,1.20
2200,＜スナック類＞　ポテトチップス　ポテトチップス,541.00,4.70,35.20,54.70,0.00,0.00,6.20,0.26,0.06,15.00,1.00
2201,＜スナック類＞　ポテトチップス　成形ポテトチップス,515.00,5.80,32.00,57.30,0.00,0.00,2.60,0.25,0.05,9.00,0.90
2202,＜キャンデー類＞　かわり玉,392.00,0.00,0.00,99.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2203,＜キャンデー類＞　キャラメル,426.00,4.00,11.70,77.90,110.00,3.00,0.50,0.09,0.18,0.00,0.30
2204,＜キャンデー類＞　ゼリーキャンデー,334.00,0.00,0.00,83.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2205,＜キャンデー類＞　ゼリービーンズ,358.00,0.00,0.00,90.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2206,＜キャンデー類＞　ドロップ,389.00,0.00,0.00,98.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2207,＜キャンデー類＞　バタースコッチ,414.00,0.00,6.50,91.00,62.00,0.10,0.10,0.00,0.00,0.00,0.40
2208,＜キャンデー類＞　ブリットル,506.00,12.60,26.50,58.10,0.00,0.00,5.40,0.12,0.07,0.00,0.20
2209,＜キャンデー類＞　マシュマロ,324.00,2.10,0.00,79.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2210,＜キャンデー類＞　ラムネ,373.00,0.00,0.50,92.20,0.00,0.00,0.00,0.00,0.00,2.00,0.20
2211,＜チョコレート類＞　アーモンドチョコレート,562.00,11.40,40.40,43.30,43.00,0.60,11.00,0.19,0.64,0.00,0.10
2212,＜チョコレート類＞　カバーリングチョコレート,488.00,7.10,24.30,64.20,42.00,0.60,0.90,0.15,0.27,0.00,0.30
221201,＜チョコレート類＞　スイートチョコレート,530.00,5.80,37.70,52.60,8.00,1.50,0.80,0.12,0.11,0.00,0.00
221202,＜チョコレート類＞　スイートチョコレート　カカオ増量,539.00,8.90,41.30,43.30,3.00,1.70,0.50,0.15,0.11,0.00,0.00
2213,＜チョコレート類＞　ホワイトチョコレート,588.00,7.20,39.50,50.90,50.00,0.00,0.80,0.08,0.39,0.00,0.20
2214,＜チョコレート類＞　ミルクチョコレート,550.00,6.90,34.10,55.80,66.00,1.00,0.70,0.19,0.41,0.00,0.20
2215,＜果実菓子類＞　マロングラッセ,303.00,1.10,0.30,77.40,1.00,0.00,0.00,0.00,0.03,0.00,0.10
2216,＜チューインガム類＞　板ガム,388.00,0.00,0.00,96.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2217,＜チューインガム類＞　糖衣ガム,390.00,0.00,0.00,97.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2218,＜チューインガム類＞　風船ガム,387.00,0.00,0.00,96.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2219,＜その他＞　カスタードクリーム,174.00,5.10,7.60,24.80,120.00,1.90,2.50,0.07,0.16,1.00,0.10
2220,＜その他＞　しるこ　こしあん,211.00,4.70,0.30,48.70,0.00,0.00,0.00,0.01,0.02,0.00,0.00
2221,＜その他＞　しるこ　つぶしあん,179.00,4.20,0.40,40.50,0.00,0.00,0.10,0.01,0.02,0.00,0.10
2222,＜その他＞　チョコレートクリーム,481.00,4.60,32.00,47.30,53.00,3.20,4.30,0.07,0.23,1.00,0.50
2223,＜アルコール飲料類＞　（醸造酒類）　清酒　普通酒,107.00,0.40,0.00,4.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2224,＜アルコール飲料類＞　（醸造酒類）　清酒　純米酒,102.00,0.40,0.00,3.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2225,＜アルコール飲料類＞　（醸造酒類）　清酒　本醸造酒,106.00,0.40,0.00,4.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2226,＜アルコール飲料類＞　（醸造酒類）　清酒　吟醸酒,103.00,0.30,0.00,3.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2227,＜アルコール飲料類＞　（醸造酒類）　清酒　純米吟醸酒,102.00,0.40,0.00,4.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2228,＜アルコール飲料類＞　（醸造酒類）　ビール　淡色,39.00,0.30,0.00,3.10,0.00,0.00,0.00,0.00,0.02,0.00,0.00
